createTime|dependencyTime|investorId|companyId|ratio
1669708749390|1655395784231|12094627905722|4398046511155|0.20083350124918653
1669720111022|1668980252514|4398046511219|14293651161204|0.04195830850681489
1669768349026|1665890706242|2199023255701|14293651161358|0.06728104695433185
1669798975880|1653080162454|12094627905692|5497558139031|0.2421543655652573
1669832097645|1649408534354|10995116277856|1099511627889|0.06725847460050069
1669901652833|1668980252514|14293651161204|12094627905818|0.11717150108282681
1669914020480|1655331370908|3298534883474|12094627905713|0.24302187475239762
1669922836445|1668660810757|2199023255780|14293651161356|0.18101133364217936
1669973428272|1639340459067|9895604650324|1099511627969|0.31607921606602835
1669976580876|1668878351608|14293651161291|8796093022339|0.14487159074340217
1670008402878|1650866479641|4398046511219|12094627905903|0.12839427695979883
1670029198438|1626281208117|6597069766960|7696581394534|0.3081785345632054
1670057380908|1655339216441|12094627905617|7696581394819|0.17022128876342765
1670071556165|1667989850211|14293651161300|3298534883452|0.13157453610278125
1670092658181|1665183594156|1099511628006|14293651161116|0.0037558073563654587
1670095527031|1667184741624|13194139533466|14293651161180|0.4676744056320957
1670123171862|1668182603629|13194139533678|14293651161171|0.060514423337656005
1670140263062|1667911767495|14293651161294|14293651161100|0.21662531037737007
1670160245942|1667989850211|10995116278026|14293651161300|0.33777315264408514
1670191382495|1657683820397|8796093022242|13194139533450|0.18976080764347195
1670209705940|1666931331177|1099511627847|14293651161100|0.06332956831024503
1670292470914|1637402037712|9895604650341|354|0.23692393161324943
1670331169069|1665181501889|14293651161423|314|0.1612554237172493
1670332968305|1638055966061|9895604650281|7696581394467|0.044066578374670595
1670384843090|1669735290506|15393162788918|14293651161329|0.002415280010957442
1670426116565|1634107902188|8796093022473|2199023255597|0.013625055934157195
1670451671195|1640657433307|3298534883597|9895604650008|0.09922038125544555
1670477702106|1668878351608|4398046511210|14293651161291|0.1425967556516836
1670479731635|1600338125844|1099511627889|3298534883369|0.1062399658831136
1670482876885|1658192460414|3298534883405|13194139533617|0.13103949729638856
1670487887782|1626424942344|5497558139205|7696581394541|0.2787155303274054
1670536435995|1665890706242|4398046511208|14293651161358|0.26995071571561285
1670537341861|1664425192469|6597069766902|14293651161368|0.5592790649190885
1670579066903|1668660810757|1099511628050|14293651161356|0.009526497499399515
1670595321835|1658493276102|13194139533386|6597069766864|0.031309110271507144
1670610518091|1667989850211|8796093022519|14293651161300|0.2351421680769926
1670614125751|1670481981883|15393162788912|4398046511125|0.15723336451842615
1670635055493|1661484093806|13194139533495|2199023255835|0.039223835540483115
1670640517210|1646012328180|10995116278069|5497558139186|0.10444839245660442
1670654245117|1661145390876|1099511628070|13194139533448|0.2620540914752844
1670677048522|1656790633585|12094627905864|13194139533625|0.1848671203099766
1670681921352|1651999944189|9895604650034|12094627905787|0.09938853564110195
1670689455065|1626424942344|7696581394541|1099511627887|0.03780234110282527
1670713782266|1619096858636|6597069766755|3298534883372|0.09057688639553098
1670716290246|1668182603629|4398046511115|14293651161171|0.055536379324715786
