4817162751426182326|138767163518357705|1627020616747|1669690342640
4744542207434820201|4894568370021607395|1627020616747|1669690342640
179018085187981854|4904419994206483658|1627020616747|1669690342640
280349076803818051|4667981013769526192|1627020616747|1669690342640
254171903969726659|298644950290006066|1627020616747|1669690342640
4713579959996648882|4824762575797361769|1627020616747|1669690342640
4822510775983675412|4813503576728928755|1627020616747|1669690342640
4840525174493151768|4729905508645867255|1627020616747|1669690342640
4818570126309723955|4827014375611055588|1627020616747|1669690342640
163818436445607208|81346268269384113|1627020616747|1669690342640
275001052246312062|4846436149004086705|1627020616747|1669690342640
260364353457361109|274156627316187035|1627020616747|1669690342640
252201579132754559|4835177149935665094|1627020616747|1669690342640
4903575569276340003|4712172585113101388|1627020616747|1669690342640
4823073725937105025|75716768735167619|1627020616747|1669690342640
4804777852450901451|264305003131307251|1627020616747|1669690342640
4894568370021604314|250794204249200676|1627020616747|1669690342640
255297803876573685|4858821047979351476|1627020616747|1669690342640
4645744490609387147|4910330968717411180|1627020616747|1669690342640
192247409093385432|4788170828824984357|1627020616747|1669690342640
4859383997932776746|267682702851835088|1627020616747|1669690342640
93449692267941257|4856287773188952566|1627020616747|1669690342640
125537839612954703|4836021574865793568|1627020616747|1669690342640
293859875685928829|4897383119788709830|1627020616747|1669690342640
183803159792063118|4760586281107328184|1627020616747|1669690342640
4832080925191836167|4740320082784159546|1627020616747|1669690342640
4820258976169987984|284571201454481310|1627020616747|1669690342640
4890346245370954287|28428972647777707|1627020616747|1669690342640
4847562048910928077|4890627720347663663|1627020616747|1669690342640
220113431787740368|4861635797746450880|1627020616747|1669690342640
4848687948817763874|4743416307527977919|1627020616747|1669690342640
4903012619322934278|277252852060002588|1627020616747|1669690342640
4783104279244194880|4842776974306843978|1627020616747|1669690342640
181551359978380557|68398419340691013|1627020616747|1669690342640
201536083324838044|187462334489300791|1627020616747|1669690342640
4908642118857131177|288511851128426401|1627020616747|1669690342640
144396663052572515|222928181554845208|1627020616747|1669690342640
