investorId|companyId|ratio|createTime
1382|3924|0.21997012563678314|2020-03-23 11:36:12.532
2646|3485|0.16251195630362836|2020-04-15 11:08:45.127
2166|1099511631659|0.17969576735907522|2020-04-16 21:11:54.102
1107|1099511628799|0.10686227402077471|2020-05-04 06:31:40.386
1437|1311|0.09077365332426347|2020-05-13 19:45:04.1
3510|1289|0.4201981663416118|2020-05-17 23:20:58.242
1099511630356|1099511631141|0.1447537323473741|2020-05-19 02:53:34.55
1436|3752|0.0327435680590021|2020-06-03 15:10:40.941
1099511629166|1099511630768|0.00862692759318612|2020-06-03 20:07:16.591
1099511630818|1099511630818|0.23356647659095606|2020-06-08 14:53:11.702
1099511628603|365|0.15508218045574879|2020-06-10 23:54:27.774
2906|2199023259207|0.0929199963095504|2020-06-13 13:50:37.241
1099511627789|2415|0.1419035355263329|2020-06-24 11:15:34.756
3014|2199023255862|0.1599531580831098|2020-06-24 16:23:16.753
3792|1099511629557|0.24698988153123735|2020-06-26 02:45:55.719
2199023259518|2249|0.10083923076337703|2020-07-04 07:59:02.131
423|1177|0.18287610299390822|2020-07-11 14:42:36.79
2199023256523|976|0.19624279874798586|2020-07-16 23:57:40.337
2199023256545|3333|0.3564279959255647|2020-07-17 00:21:37.888
2199023258247|1099511631002|0.0396977531890944|2020-07-19 09:13:55.832
1099511629023|2199023259518|0.2111142134271945|2020-07-19 22:30:54.759
2199023259531|1099511631399|0.4264049435200366|2020-07-22 20:20:00.107
976|1099511629345|0.05862522349949709|2020-07-30 16:11:30.144
2199023258175|2199023257522|0.09478821337511124|2020-07-31 07:38:41.741
2199023256370|1099511631025|0.23572205041505967|2020-08-02 23:29:10.703
1078|1099511628274|0.08422232064529592|2020-08-07 16:26:39.061
2199023257246|1099511630438|0.08011310340321766|2020-08-17 01:27:38.881
2199023256380|2199023257015|0.06083693643011853|2020-08-17 15:56:37.126
584|2281|0.207327573411814|2020-08-18 13:06:14.21
3057|2199023256023|0.07703835847337603|2020-08-20 01:09:17.076
237|2088|0.015292554099038855|2020-08-22 23:23:09.092
351|1099511629150|0.17203622513549735|2020-08-27 04:01:45.938
1099511629068|1099511629855|0.1022647750473795|2020-08-29 17:11:59.582
1099511630920|2199023255568|0.10048369242397757|2020-08-31 11:08:20.148
1099511629023|3548|0.19341163285166646|2020-09-03 03:47:38.438
43|3393|0.1591483923333037|2020-09-07 05:46:20.494
2199023256562|2199023258527|0.3274046042969621|2020-09-07 15:29:04.778
2199023255687|2199023256370|0.11176484953930618|2020-09-13 14:05:30.401
2199023258985|1862|0.045082952109410025|2020-09-15 14:22:29.431
1099511630614|1099511628377|0.07586163425353484|2020-09-15 21:40:31.843
1099511628596|863|0.29272752415427356|2020-09-17 00:08:41.022
1099511628915|991|0.02444416901781982|2020-09-17 12:57:30.995
991|1099511631410|0.3521118782158736|2020-09-18 03:59:02.386
1099511631141|1099511631343|0.25500508687408546|2020-09-19 23:56:31.909
342|2199023255940|0.28945819790604954|2020-09-20 23:24:36.811
3639|2199023258023|0.025997919847617634|2020-09-28 02:50:01.18
568|2199023256401|0.10686436120209483|2020-09-28 04:58:30.272
2199023256928|1099511630284|0.18857305028933774|2020-10-01 02:38:50.058
2199023256188|2140|0.11885102265660259|2020-10-04 21:26:09.78
1099511630779|3594|0.3008118222139785|2020-10-06 03:54:11.296
568|3057|0.08009303217597122|2020-10-07 23:03:30.836
3309|1099511629965|0.13707389256607047|2020-10-08 13:01:26.284
3298534886539|2199023256654|0.3581857253674168|2020-10-09 12:50:11.652
1099511630795|3158|0.1282645032237146|2020-10-09 22:52:21.184
1099511631482|1099511630487|0.08644254400749367|2020-10-10 23:39:36.719
2199023256288|2199023257060|0.04828410249023094|2020-10-11 03:54:00.987
3298534884005|1099511631343|0.07132165416192472|2020-10-11 16:16:18.25
2199023257081|2199023258844|0.13555092050410067|2020-10-13 13:42:57.228
3298534886539|1099511628521|0.2121145503026571|2020-10-13 23:25:49.365
2199023256008|3298534884927|0.07478341477739546|2020-10-15 07:27:45.778
2976|1500|0.46694040580051094|2020-10-17 11:23:08.354
3298534886312|1099511628517|0.061826056424645004|2020-10-17 11:53:14.316
1957|1099511628468|0.508152455234997|2020-10-18 11:12:32.475
1099511628812|3143|0.08239330571289089|2020-10-21 22:00:09.714
2199023256175|2199023256481|0.17044612147927435|2020-10-22 03:14:25.621
1099511630480|1099511629652|0.21699303891318253|2020-10-22 03:39:12.657
3298534885319|1003|0.14705476269925052|2020-10-24 10:21:40.703
2199023256564|3298534885887|0.06618544100625404|2020-10-25 11:30:15.342
1099511628194|344|0.15340264547765034|2020-10-26 08:07:00.799
2633|2199023257784|0.2033389219552553|2020-10-27 00:30:04.823
3298534884682|3298534883932|0.2607254659344704|2020-10-28 18:05:21.402
2199023258364|2199023257036|0.15029905505744018|2020-10-30 00:50:11.892
1949|3298534885294|0.14314774445286213|2020-10-30 10:55:13.376
1469|2199023256958|0.0025833164190999032|2020-10-31 06:34:30.684
2199023255702|2199023258016|0.1828164519475734|2020-11-02 06:02:26.674
1099511628070|1099511628799|0.10248603354045285|2020-11-02 09:45:22.743
1099511629456|2076|0.24996798966185257|2020-11-02 14:56:06.545
2199023256731|3298534885370|0.08660865869722036|2020-11-03 12:51:48.526
