investorId|companyId|ratio|createTime
236|1696|0.08776307195416307|2020-02-11 20:09:39.03
5061|3470|0.3473758528793268|2020-02-27 07:26:15.211
3376|2750|0.13131220241429262|2020-03-08 09:19:16.133
5718|1099511630799|0.04425771792823171|2020-04-02 11:14:23.148
7151|1099511630711|0.22067756009891362|2020-04-26 13:17:48.98
2199023259701|1099511630212|0.1536599562386196|2020-05-09 06:57:58.426
2199023258757|353|0.10732916389742077|2020-05-13 19:09:06.794
2199023257586|506|0.17482008195730608|2020-05-14 10:59:49.516
3531|1099511630887|0.3461681976045787|2020-05-16 19:01:50.934
2199023259528|1099511628289|0.07149248579452|2020-05-21 12:28:57.858
3058|1099511631129|0.2724394374044446|2020-05-23 19:20:27.558
4758|1957|0.1484548700347144|2020-05-24 11:32:19.501
2199023260843|1489|0.22631462795737647|2020-05-30 05:34:01.165
4398046515083|1099511630614|0.2615115970775497|2020-06-07 07:44:04.496
2199023258564|1957|0.17290768224276395|2020-06-07 23:28:41.807
1764|1099511630887|0.01836150893677288|2020-06-10 04:55:09.468
2199023257544|1099511629146|0.1277001616803351|2020-06-11 07:59:37.197
7834|2264|0.44576707459181253|2020-06-13 14:07:43.337
2199023256574|2199023256188|0.5164417781020626|2020-06-16 23:34:09.467
3376|790|0.16842191275574508|2020-06-20 10:13:08.728
2199023257611|1099511630796|0.08917327933821236|2020-06-21 08:16:48.042
2199023258884|1066|0.09140320304148822|2020-06-22 08:12:16.987
4603|1099511630011|0.22481327547322713|2020-06-23 20:41:30.536
2199023257546|1099511629338|0.1259522394639555|2020-06-26 09:21:38.464
7126|2199023256978|0.057137123688318935|2020-06-28 03:22:38.911
6455|354|0.15599310404966088|2020-06-30 20:56:50.143
2199023258149|1099511628070|0.1373889299920956|2020-06-30 22:33:35.825
832|3466|0.0482994888341948|2020-07-02 12:47:14.097
4161|1099511631260|0.046059948119565715|2020-07-03 03:28:02.997
2199023260303|1883|0.15388497024329736|2020-07-04 23:13:29.353
2199023261327|1099511630065|0.37928278643780766|2020-07-05 03:39:33.533
4398046517326|1099511629782|0.32306219213735027|2020-07-09 13:49:20.167
7834|1099511629965|0.009629244759610616|2020-07-14 02:10:54.191
4398046515643|1099511631567|0.18256636300725948|2020-07-14 11:56:56.31
2199023258646|1099511631589|0.12465834130438326|2020-07-14 21:52:28.443
7351|3318|0.16685956032374863|2020-07-15 16:48:24.584
2199023259694|1375|0.18944979316461127|2020-07-15 22:58:16.028
6936|1099511631260|0.015327298483703544|2020-07-18 05:09:59.034
4398046515069|1099511629498|0.1896635092542554|2020-07-18 19:46:38.543
7050|3393|0.14183449078638252|2020-07-20 01:32:55.781
4398046511663|2199023255835|0.0762889411964377|2020-07-22 04:54:42.036
2199023257546|3014|0.27357605142126273|2020-07-25 12:14:53.039
632|3756|0.5669360612172356|2020-07-27 01:13:55.906
4398046514348|2199023259009|0.18420215566257322|2020-07-28 05:59:08.449
4398046516134|2199023258210|0.1712035891457593|2020-07-28 10:51:18.228
2199023262492|2199023257763|0.2923280138917395|2020-07-29 02:24:12.142
4398046514177|1099511630408|0.1172344256733574|2020-07-29 04:47:32.487
4398046518478|628|0.22080653802173603|2020-07-30 00:34:08.928
3538|3296|0.1224312283111865|2020-07-31 14:51:08.558
2199023260648|2214|0.2603708701334756|2020-08-01 16:24:16.161
2199023256655|1099511630487|0.20475755035899737|2020-08-02 17:30:06.129
6795|1099511627889|0.151053651554115|2020-08-04 09:53:42.195
1057|2199023257110|0.09502106492449494|2020-08-04 23:07:03.134
2199023263490|2199023257498|0.13572485250790486|2020-08-12 17:23:00.4
1790|1099511630001|0.04861770935892554|2020-08-13 14:47:02.049
2199023261917|616|0.054993978013442316|2020-08-14 05:23:47.379
4398046517937|1099511627942|0.02159365074354119|2020-08-14 05:25:50.672
3744|3519|0.05607081355101326|2020-08-23 19:50:52.7
2199023257246|3298534884735|0.08302272855809212|2020-08-24 19:04:15.782
4398046514660|1099511629906|0.08896348777571488|2020-08-25 17:29:49.13
4398046517458|2199023258656|0.25993148693623375|2020-08-26 18:44:17.888
2199023257685|2199023256433|0.10020732699329521|2020-08-28 17:52:55.1
2199023262706|2199023257060|0.10769691443350399|2020-08-29 15:53:06.695
6597069773959|2199023255711|0.08900531043980575|2020-08-29 22:55:19.383
601|938|0.23433825762925464|2020-08-30 04:12:46.147
6366|2199023259009|0.054083355474243686|2020-08-31 03:19:53.533
2199023260479|3503|0.05478958889509328|2020-08-31 13:54:31.084
2199023261465|1099511627942|0.19602314105948698|2020-08-31 15:44:26.877
2026|2199023258703|0.17739889709756432|2020-08-31 19:25:02.396
4851|3298534884735|0.12371322242530451|2020-08-31 23:30:22.457
4398046518843|1099511628828|0.24098254654838042|2020-09-01 11:50:50.367
7126|1099511631589|0.05753014082536921|2020-09-01 16:18:32.919
7063|628|0.055326453397489664|2020-09-02 12:29:39.765
2199023257544|2199023258794|0.08601057623246312|2020-09-02 16:03:34.617
2199023259546|3091|0.06847249292119835|2020-09-04 07:42:07.784
4398046513906|3821|0.17283492684893484|2020-09-05 00:15:44.767
4398046516951|598|0.08533765764018843|2020-09-06 19:57:25.076
2199023261702|1099511629876|0.09664899748641123|2020-09-07 23:52:16.762
4398046515195|1276|0.048523643850615465|2020-09-08 11:49:46.703
4398046516097|3298534884188|0.15231213160885257|2020-09-09 07:19:29.354
2199023262013|3298534887275|0.6746756750763003|2020-09-09 19:36:00.233
6958|2199023257352|0.2702657391162108|2020-09-10 23:53:04.657
2199023260586|863|0.12820174978703838|2020-09-11 03:44:01.386
4398046518236|2199023255954|0.07486657591480328|2020-09-11 18:02:24.862
2199023260086|1099511631534|0.1941651653323675|2020-09-14 06:15:40.065
6597069770330|1099511628915|0.19245181598128477|2020-09-14 10:20:16.404
4877|2381|0.2566069022350157|2020-09-14 19:12:56.443
957|1382|0.08859872009680934|2020-09-15 01:18:47.376
6597069769558|2199023259009|0.11035970177523248|2020-09-18 20:00:35.083
420|1099511631102|0.10862564547994444|2020-09-18 21:47:37.203
648|3298534883722|0.36713111132795634|2020-09-19 18:19:56.96
