createTime|dependencyTime|investorId|companyId|ratio
1669690605907|1665645482046|19791209305718|14293651161421|0.16991431621237965
1669690957312|1643009208093|15393162794358|9895604652393|0.017329078822353305
1669693229624|1668614612814|28587302323594|2199023259402|0.10307337511834466
1669693294835|1666310262573|28587302330127|8796093022248|0.1835044078015041
1669694887478|1669452548971|30786325578657|2199023258014|0.2584040594964488
1669695448426|1665517714004|28587302326432|1099511628835|0.3348584128014029
1669695881151|1665415836919|6597069766739|14293651165006|0.12001020054966592
1669697517554|1638632589946|8796093028632|9895604652871|0.00979708375621426
1669698184662|1643608951504|6597069773857|10995116279832|0.11124355404998881
1669698751833|1656906179539|6597069773891|13194139534951|0.29407712253858553
1669699288294|1656468977901|17592186051576|13194139534457|0.1939254095849232
1669699869837|1667982265825|19791209301221|14293651164754|0.10771270045462288
1669700041538|1668804485614|24189255815605|14293651162121|0.3285926592268711
1669700098856|1653987905910|24189255813249|2199023255588|0.05841708619021593
1669701477790|1669062358620|19791209307632|14293651162940|0.14522765934072673
1669703407784|1616588689595|10995116283550|3298534886458|0.007981629125494294
1669704114228|1669234571269|2199023257741|14293651163404|0.03138148519108773
1669704765748|1668975544882|28587302328161|14293651162903|0.052985904296910705
1669705181280|1649193252990|21990232560201|10995116278779|0.18522014506081497
1669705855009|1667502004015|28587302328654|4398046512350|0.22943107674300453
1669706076411|1668878351608|13194139536639|14293651161291|0.030115926532135687
1669706484697|1651826974241|19791209300917|12094627906677|0.12051186325676748
1669706719616|1665737677825|6597069770614|14293651163096|0.09883555081101372
1669707073084|1633576698713|17592186050932|1211|0.08918659785595784
1669707733912|1663958242292|19791209301239|14293651162602|0.17024086411739794
1669707977814|1630273588828|17592186052333|2036|0.009131923808556291
1669709341703|1667720572917|26388279072034|14293651162281|0.3435513167688015
1669710363167|1641548835428|19791209304808|2199023256582|0.34018655841597734
1669711186623|1669087794081|2199023256696|14293651162315|0.09326758444211788
1669711225383|1663417582778|28587302327082|7696581396740|0.06677632275675342
1669711785782|1668182603629|8796093022752|14293651161171|0.060893239074461245
1669712304393|1621352315646|13194139540988|2199023257015|0.06802018007087518
1669712499544|1665267378499|28587302323492|7696581395862|0.6442185963875575
1669713048482|1663909587677|26388279073888|14293651162799|0.166518359042075
1669714469379|1649999044702|24189255811723|5497558142074|0.14543726162755372
1669715287103|1661109273211|26388279074301|1099511631482|0.18264202995075268
1669716754319|1661073937919|17592186051620|13194139536947|0.18504308776250517
1669717096131|1668513948278|28587302325638|192|0.17900631858246507
1669719528889|1668775709305|17592186044464|14293651161950|0.054112816040330566
1669719715305|1659281660727|26388279069730|9895604651448|0.16438244021848333
1669719755700|1657555270842|4398046518443|13194139537307|0.20778345069289084
1669720688664|1578622396215|4141|1500|0.12975861691293522
1669721040411|1667464098963|19791209304307|14293651163463|0.15555034288880645
1669722198810|1666005635388|10995116283149|14293651164365|0.1879273960785302
1669728225505|1667103802289|28587302328584|10995116278697|0.22102268850066895
1669730428703|1666388312380|28587302322578|7696581395443|0.009078278842238309
1669735354643|1668183341038|5733|14293651164992|0.20952460718352858
1669735385885|1668379053566|26388279068345|14293651162507|0.010898056736043733
1669736042834|1641618909943|19791209305925|3298534885942|0.042215086890414616
1669737166466|1652088762127|24189255817894|2199023255944|0.218811464579625
1669742824992|1668720539473|15393162795022|14293651163930|0.0056895119374198375
1669743011869|1634276548717|13194139541142|8796093026005|0.1591921991343227
1669743633170|1616113936112|10995116281891|3298534884911|0.18497460358736478
1669743865425|1657857649684|8796093025166|13194139535695|0.12436609105892471
