createTime|dependencyTime|investorId|companyId|ratio
1669700739117|1666821770101|1099511631625|14293651163605|0.22359725221188015
1669702369132|1667720572917|14293651164241|14293651162281|0.2029916797716592
1669703241971|1666444217359|14293651162273|14293651161549|0.0058871037267518855
1669703760389|1650018229927|12094627906900|5497558140395|0.13012078052091086
1669704432651|1664880238969|1099511630826|14293651163875|0.1391080133588427
1669707030435|1664792272314|14293651162820|5497558141615|0.23362949988830622
1669707151291|1663401533441|3298534884905|14293651163230|0.05903226220230202
1669709962719|1663840763162|9895604650281|14293651164622|0.017368913981022444
1669715006151|1665842209346|14293651161574|3298534885370|0.057881176778001524
1669715922863|1656411844800|13194139535493|10995116279509|0.09257476288271177
1669719481528|1646317262060|4398046514728|10995116278242|0.09602728582599723
1669720111022|1668980252514|13194139533981|14293651161204|0.04253949070120318
1669721209810|1667464098963|3298534885759|14293651163463|0.0050865159250277165
1669723156660|1666835693835|3298534887017|14293651163408|0.006106910920656484
1669723717117|1659654398650|5497558141615|13194139534958|0.16499831681663288
1669725803115|1666005635388|4398046514542|14293651164365|0.1687994138517066
1669726037629|1669153301630|14293651162747|257|0.18612245176987072
1669730046151|1669309221261|8796093023960|15393162790149|0.1139481615558243
1669730698854|1642133299610|9895604650366|8796093025634|0.2106254582106879
1669738013793|1645199703701|10995116279277|1099511629855|0.1595929496641631
1669741408638|1665828027687|14293651164617|1099511629521|0.049668285943957925
1669743654108|1664194374541|14293651163026|2199023258504|0.10057873804110112
1669743655566|1668930308669|14293651161323|3298534884120|0.19152713979726518
1669745756061|1666730928068|14293651164153|13194139533466|0.17784090990286183
1669747326386|1669651368270|15393162791230|14293651161270|0.27759778584887135
1669755902926|1667720572917|2199023259521|14293651162281|0.04938435161313183
1669759914291|1669188705877|10995116281454|14293651161810|0.40653941834896595
1669763153011|1663433423516|14293651161756|7696581396740|0.0019484329746274737
1669764641348|1662797505195|14293651162341|4398046514023|0.29685292221491794
1669765756088|1653080162454|12094627905692|1099511629115|0.15791756390261558
1669768349026|1665890706242|10995116278390|14293651161358|0.07890617949309124
1669770846545|1668485301236|14293651164309|12094627905655|0.2932503921824629
1669770971360|1661517981816|4398046513794|13194139536205|0.4075559203274372
1669774382886|1652158796749|12094627906006|7696581395472|0.04982490991412783
1669775815596|1666663739105|14293651162441|13194139535104|0.011845699699228735
1669777514670|1668695519399|14293651162637|1099511628812|0.04729034434043336
1669777924620|1664758705672|5497558141726|14293651162356|0.032029216518854
1669780551825|1650333249840|12094627907773|5497558139732|0.07696453754273624
1669781894654|1662796765808|14293651162879|9895604653685|0.20588013646537032
1669786877517|1649533279556|7696581396955|10995116280334|0.360677028224799
1669787944656|1665045714009|14293651162983|6597069770107|0.23710092431038493
1669788342045|1645236987411|10995116279145|6597069766826|0.23446814983788852
1669788691407|1606657946581|4398046513818|2633|0.023213146208969925
1669789391784|1659696068496|13194139537218|1957|0.15353928343681814
1669791936750|1667961253943|14293651162207|14293651162196|0.07799148333870204
1669792200898|1652632355643|12094627908675|6597069768569|0.11045359525259324
1669792307181|1666209073214|14293651162883|4398046514162|0.09032478913187544
1669792746978|1668729198852|6597069769583|14293651164838|0.3047769884692505
1669793592941|1669459465071|15393162790895|7696581396633|0.3892259130917999
1669802178225|1633176521259|8796093023107|5497558140486|0.057704506055796675
1669804118559|1665574667289|14293651163976|8796093025634|0.1775189183274928
1669807140013|1600155374531|3298534886343|1099511630366|0.1945706363473788
1669807779268|1669062358620|3298534883821|14293651162940|0.21192947285122055
1669808662646|1651477112310|10995116279509|12094627906347|0.18386822983766749
1669809407394|1659613803463|13194139533646|12094627907448|0.4229140490329069
1669811322466|1662322715605|8796093023674|13194139535017|0.22547517418105903
1669812673327|1668537516005|14293651163362|6597069768704|0.10869015907241945
1669813211758|1601340961806|2199023256399|3298534884536|0.18085055719967424
1669814580492|1628518452324|4398046511594|7696581396326|0.08167410961332744
1669815764078|1664223460396|14293651163055|6597069767490|0.0776099024757458
1669818307028|1667524724957|1099511630971|14293651164795|0.16964182665657934
1669819952291|1664925076235|14293651164611|1099511631410|0.12689715367471127
1669821293093|1656500147107|13194139535872|1099511630871|0.30816364674089464
1669822899804|1665216933210|2199023258104|14293651161549|0.20633116464518805
1669823525822|1632548833636|4398046513530|8796093022642|0.19538674006341822
1669824045049|1667861369188|3298534887002|14293651164698|0.12395454819941092
1669824102571|1666713577747|14293651162847|9895604650186|0.258251513715632
1669824225265|1636336265632|8796093023968|8796093024149|0.049750174867746154
1669830289540|1618301087732|5497558140038|6597069768658|0.18947088067256182
1669832196050|1606737513478|4398046512805|2715|0.27861006750831874
1669832908949|1655622049600|12094627906157|12094627906278|0.16191924611108685
1669836967548|1629335156272|4398046513794|7696581398354|0.04976000839703066
1669840456952|1650435320757|2088|12094627907528|0.32601051180053564
1669841165552|1659028693904|13194139534168|4398046512932|0.09198892110825195
1669842487035|1654216173520|12094627906520|7696581395235|0.17074122650808943
1669845572340|1667861369188|14293651164698|6597069767095|0.44222369677072904
1669846236342|1663894046877|14293651162063|423|0.14957510368249854
1669846398948|1665415836919|1099511630489|14293651165006|0.051984102300527746
1669848328902|1668676433459|14293651162015|7696581397731|0.15741564002883707
1669849598056|1668980252514|14293651161204|2199023256545|0.061280573786216194
1669850600776|1668458763913|2199023256780|14293651161649|0.16302046806581832
1669850646576|1667232383149|9895604652298|14293651164116|0.22086851773620883
1669851937617|1632927949703|7696581398116|8796093022598|0.15547123804488358
1669855956669|1668032234506|4398046511456|14293651164685|0.09639751698569259
1669856413503|1665707221252|14293651161864|2199023257709|0.1873861111664243
1669860394461|1667155942982|10995116281295|14293651161538|0.1955119360027226
1669862422601|1667243733922|14293651163932|14293651162693|0.1201349968633889
1669867959344|1665707221252|14293651161864|10995116281623|0.2499784964401077
1669868576777|1667658670659|14293651164853|3632|0.14921858502050356
1669868992533|1669314512159|13194139536269|15393162791863|0.126249012234461
1669869965575|1668589306448|1099511630115|14293651161866|0.09757495727663415
1669871717027|1627301489564|7696581397191|6597069768547|0.022948642957170456
1669873788427|1668297881545|14293651162773|7696581395091|0.1371713358130586
1669877076907|1668288413060|4398046514812|14293651163718|0.2290986707062012
1669877128897|1666974564807|14293651163381|14293651161252|0.3473440027703653
1669880158391|1651917209152|12094627907309|2199023258799|0.240511691269211
1669892589681|1611061632759|4398046514423|5497558141267|0.007395486943728406
1669903240738|1668456288762|1099511628596|14293651163995|0.034764265017476224
1669905763307|1649072087976|10995116281622|5497558139136|0.2667243696810495
1669907852053|1662466842853|3298534886585|13194139535957|0.04504185849187997
1669908903806|1664381987459|14293651163041|13194139534290|0.10554626705325658
1669914020480|1655331370908|3298534886585|12094627905713|0.2845779408343063
1669914714361|1664223377735|2199023256731|14293651161907|0.22665989127952263
1669915246740|1666444217359|2199023257521|14293651162273|0.07302701848381851
1669915508849|1651179974798|2199023256435|12094627908417|0.23655036910386656
1669919179340|1663001519060|14293651162500|10995116278726|0.07914251691117168
1669921902300|1669314512159|15393162791863|5497558141606|0.2160175241558211
1669922836445|1668660810757|6597069767495|14293651161356|0.18101133364217936
1669924175728|1667142428223|14293651164968|6597069769137|0.054880647696094804
1669928925345|1660996821507|7696581394831|13194139535050|0.19842089997142157
1669929943395|1614291260996|3248|5497558141714|0.24854090519048405
1669930088251|1667283508334|4398046512027|14293651164214|0.15473897662894448
1669931316464|1616751109687|1099511631538|5497558140730|0.1573368400115982
1669936004816|1667061690236|14293651161315|8796093025667|0.19395918643568297
